"id","scale","TextQual","rater"
"98acdcaa0b","ratingScale6",1,"one"
"98acdcaa0b","ratingScale7",3,"one"
"98acdcaa0b","ratingScale8",2,"one"
"596e28d9e5","ratingScale1",3,"one"
"596e28d9e5","ratingScale2",2,"one"
"596e28d9e5","ratingScale3",1,"one"
"596e28d9e5","ratingScale4",2,"one"
"596e28d9e5","ratingScale5",2,"one"
"596e28d9e5","ratingScale6",1,"one"
"596e28d9e5","ratingScale7",2,"one"
"596e28d9e5","ratingScale8",2,"one"
"2984b47714","ratingScale1",3,"one"
"2984b47714","ratingScale2",1,"one"
"2984b47714","ratingScale3",1,"one"
"2984b47714","ratingScale4",2,"one"
"2984b47714","ratingScale5",1,"one"
"2984b47714","ratingScale6",1,"one"
"2984b47714","ratingScale7",2,"one"
"2984b47714","ratingScale8",2,"one"
"24008f337c","ratingScale1",2,"one"
"24008f337c","ratingScale2",1,"one"
"24008f337c","ratingScale3",1,"one"
"24008f337c","ratingScale4",2,"one"
"24008f337c","ratingScale5",1,"one"
"24008f337c","ratingScale6",1,"one"
"24008f337c","ratingScale7",2,"one"
"24008f337c","ratingScale8",2,"one"
"4c3898c6bf","ratingScale1",3,"one"
"4c3898c6bf","ratingScale2",2,"one"
"4c3898c6bf","ratingScale3",1,"one"
"4c3898c6bf","ratingScale4",3,"one"
"4c3898c6bf","ratingScale5",3,"one"
"4c3898c6bf","ratingScale6",2,"one"
"4c3898c6bf","ratingScale7",3,"one"
"4c3898c6bf","ratingScale8",2,"one"
"9bbc954b89","ratingScale1",2,"one"
"9bbc954b89","ratingScale2",2,"one"
"9bbc954b89","ratingScale3",1,"one"
"9bbc954b89","ratingScale4",2,"one"
"9bbc954b89","ratingScale5",2,"one"
"9bbc954b89","ratingScale6",2,"one"
"9bbc954b89","ratingScale7",3,"one"
"9bbc954b89","ratingScale8",2,"one"
"0e00e19733","ratingScale1",2,"one"
"0e00e19733","ratingScale2",2,"one"
"0e00e19733","ratingScale3",1,"one"
"0e00e19733","ratingScale4",2,"one"
"0e00e19733","ratingScale5",3,"one"
"0e00e19733","ratingScale6",2,"one"
"0e00e19733","ratingScale7",3,"one"
"0e00e19733","ratingScale8",2,"one"
"bbd62e64f9","ratingScale1",2,"one"
"bbd62e64f9","ratingScale2",1,"one"
"bbd62e64f9","ratingScale3",1,"one"
"bbd62e64f9","ratingScale4",3,"one"
"bbd62e64f9","ratingScale5",1,"one"
"bbd62e64f9","ratingScale6",2,"one"
"bbd62e64f9","ratingScale7",2,"one"
"bbd62e64f9","ratingScale8",2,"one"
"3d8a6acba4","ratingScale1",2,"one"
"3d8a6acba4","ratingScale2",1,"one"
"3d8a6acba4","ratingScale3",1,"one"
"3d8a6acba4","ratingScale4",2,"one"
"3d8a6acba4","ratingScale5",1,"one"
"3d8a6acba4","ratingScale6",1,"one"
"3d8a6acba4","ratingScale7",2,"one"
"3d8a6acba4","ratingScale8",2,"one"
"26aad466a7","ratingScale1",2,"one"
"26aad466a7","ratingScale2",1,"one"
"26aad466a7","ratingScale3",1,"one"
"26aad466a7","ratingScale4",1,"one"
"26aad466a7","ratingScale5",1,"one"
"26aad466a7","ratingScale6",1,"one"
"26aad466a7","ratingScale7",2,"one"
"26aad466a7","ratingScale8",2,"one"
"746442cf18","ratingScale1",3,"one"
"746442cf18","ratingScale2",2,"one"
"746442cf18","ratingScale3",1,"one"
"746442cf18","ratingScale4",2,"one"
"746442cf18","ratingScale5",3,"one"
"746442cf18","ratingScale6",3,"one"
"746442cf18","ratingScale7",3,"one"
"746442cf18","ratingScale8",3,"one"
"ebb3a1b337","ratingScale1",2,"one"
"ebb3a1b337","ratingScale2",1,"one"
"ebb3a1b337","ratingScale3",1,"one"
"ebb3a1b337","ratingScale4",2,"one"
"ebb3a1b337","ratingScale5",1,"one"
"ebb3a1b337","ratingScale6",1,"one"
"ebb3a1b337","ratingScale7",2,"one"
"ebb3a1b337","ratingScale8",1,"one"
"91d7a84ff8","ratingScale1",2,"one"
"91d7a84ff8","ratingScale2",2,"one"
"91d7a84ff8","ratingScale3",2,"one"
"91d7a84ff8","ratingScale4",3,"one"
"91d7a84ff8","ratingScale5",2,"one"
"91d7a84ff8","ratingScale6",2,"one"
"91d7a84ff8","ratingScale7",3,"one"
"91d7a84ff8","ratingScale8",3,"one"
"b4814313cd","ratingScale1",4,"one"
"b4814313cd","ratingScale2",3,"one"
"b4814313cd","ratingScale3",2,"one"
"b4814313cd","ratingScale4",3,"one"
"b4814313cd","ratingScale5",4,"one"
"b4814313cd","ratingScale6",1,"one"
"b4814313cd","ratingScale7",3,"one"
"b4814313cd","ratingScale8",2,"one"
"00f5b7d30d","ratingScale1",3,"one"
"00f5b7d30d","ratingScale2",2,"one"
"00f5b7d30d","ratingScale3",2,"one"
"00f5b7d30d","ratingScale4",3,"one"
"00f5b7d30d","ratingScale5",3,"one"
"00f5b7d30d","ratingScale6",2,"one"
"00f5b7d30d","ratingScale7",3,"one"
"00f5b7d30d","ratingScale8",3,"one"
"ae81a6b5f2","ratingScale1",4,"one"
"ae81a6b5f2","ratingScale2",3,"one"
"ae81a6b5f2","ratingScale3",3,"one"
"ae81a6b5f2","ratingScale4",4,"one"
"ae81a6b5f2","ratingScale5",3,"one"
"ae81a6b5f2","ratingScale6",2,"one"
"ae81a6b5f2","ratingScale7",4,"one"
"ae81a6b5f2","ratingScale8",3,"one"
"3422dddeef","ratingScale1",2,"one"
"3422dddeef","ratingScale2",1,"one"
"3422dddeef","ratingScale3",1,"one"
"3422dddeef","ratingScale4",2,"one"
"3422dddeef","ratingScale5",1,"one"
"3422dddeef","ratingScale6",1,"one"
"3422dddeef","ratingScale7",2,"one"
"3422dddeef","ratingScale8",2,"one"
"fc6e29ff16","ratingScale1",3,"one"
"fc6e29ff16","ratingScale2",2,"one"
"fc6e29ff16","ratingScale3",2,"one"
"fc6e29ff16","ratingScale4",3,"one"
"fc6e29ff16","ratingScale5",2,"one"
"fc6e29ff16","ratingScale6",1,"one"
"fc6e29ff16","ratingScale7",3,"one"
"fc6e29ff16","ratingScale8",2,"one"
"a737855453","ratingScale1",2,"one"
"a737855453","ratingScale2",1,"one"
"a737855453","ratingScale3",1,"one"
"a737855453","ratingScale4",2,"one"
"a737855453","ratingScale5",1,"one"
"a737855453","ratingScale6",1,"one"
"a737855453","ratingScale7",2,"one"
"a737855453","ratingScale8",2,"one"
"e2e5db5353","ratingScale1",4,"one"
"e2e5db5353","ratingScale2",3,"one"
"e2e5db5353","ratingScale3",3,"one"
"e2e5db5353","ratingScale4",4,"one"
"e2e5db5353","ratingScale5",3,"one"
"e2e5db5353","ratingScale6",1,"one"
"e2e5db5353","ratingScale7",3,"one"
"e2e5db5353","ratingScale8",2,"one"
"8c1638bde9","ratingScale1",3,"one"
"8c1638bde9","ratingScale2",2,"one"
"8c1638bde9","ratingScale3",3,"one"
"8c1638bde9","ratingScale4",4,"one"
"8c1638bde9","ratingScale5",3,"one"
"8c1638bde9","ratingScale6",1,"one"
"8c1638bde9","ratingScale7",3,"one"
"8c1638bde9","ratingScale8",2,"one"
"f088294c45","ratingScale1",2,"one"
"f088294c45","ratingScale2",2,"one"
"f088294c45","ratingScale3",1,"one"
"f088294c45","ratingScale4",3,"one"
"f088294c45","ratingScale5",2,"one"
"f088294c45","ratingScale6",1,"one"
"f088294c45","ratingScale7",3,"one"
"f088294c45","ratingScale8",2,"one"
"f6bbd5e350","ratingScale1",3,"one"
"f6bbd5e350","ratingScale2",2,"one"
"f6bbd5e350","ratingScale3",2,"one"
"f6bbd5e350","ratingScale4",3,"one"
"f6bbd5e350","ratingScale5",3,"one"
"f6bbd5e350","ratingScale6",2,"one"
"f6bbd5e350","ratingScale7",4,"one"
"f6bbd5e350","ratingScale8",3,"one"
"c16e5177fc","ratingScale1",3,"one"
"c16e5177fc","ratingScale2",2,"one"
"c16e5177fc","ratingScale3",1,"one"
"c16e5177fc","ratingScale4",3,"one"
"c16e5177fc","ratingScale5",1,"one"
"c16e5177fc","ratingScale6",2,"one"
"c16e5177fc","ratingScale7",3,"one"
"c16e5177fc","ratingScale8",2,"one"
"aab89d4375","ratingScale1",4,"one"
"aab89d4375","ratingScale2",3,"one"
"aab89d4375","ratingScale3",4,"one"
"aab89d4375","ratingScale4",4,"one"
"aab89d4375","ratingScale5",4,"one"
"aab89d4375","ratingScale6",4,"one"
"aab89d4375","ratingScale7",4,"one"
"aab89d4375","ratingScale8",3,"one"
"8162e50986","ratingScale1",3,"one"
"8162e50986","ratingScale2",3,"one"
"8162e50986","ratingScale3",2,"one"
"8162e50986","ratingScale4",3,"one"
"8162e50986","ratingScale5",3,"one"
"8162e50986","ratingScale6",3,"one"
"8162e50986","ratingScale7",3,"one"
"8162e50986","ratingScale8",3,"one"
"90a39c4f8f","ratingScale1",4,"one"
"90a39c4f8f","ratingScale2",3,"one"
"90a39c4f8f","ratingScale3",3,"one"
"90a39c4f8f","ratingScale4",4,"one"
"90a39c4f8f","ratingScale5",4,"one"
"90a39c4f8f","ratingScale6",1,"one"
"90a39c4f8f","ratingScale7",3,"one"
"90a39c4f8f","ratingScale8",3,"one"
"28476ed4a0","ratingScale1",3,"one"
"28476ed4a0","ratingScale2",2,"one"
"28476ed4a0","ratingScale3",1,"one"
"28476ed4a0","ratingScale4",3,"one"
"28476ed4a0","ratingScale5",3,"one"
"28476ed4a0","ratingScale6",1,"one"
"28476ed4a0","ratingScale7",3,"one"
"28476ed4a0","ratingScale8",2,"one"
"e2f26fd517","ratingScale1",3,"one"
"e2f26fd517","ratingScale2",2,"one"
"e2f26fd517","ratingScale3",1,"one"
"e2f26fd517","ratingScale4",3,"one"
"e2f26fd517","ratingScale5",4,"one"
"e2f26fd517","ratingScale6",1,"one"
"e2f26fd517","ratingScale7",4,"one"
"e2f26fd517","ratingScale8",2,"one"
"be90deba1f","ratingScale1",2,"one"
"be90deba1f","ratingScale2",1,"one"
"be90deba1f","ratingScale3",1,"one"
"be90deba1f","ratingScale4",2,"one"
"be90deba1f","ratingScale5",1,"one"
"be90deba1f","ratingScale6",1,"one"
"be90deba1f","ratingScale7",2,"one"
"be90deba1f","ratingScale8",2,"one"
"937cc97c76","ratingScale1",3,"one"
"937cc97c76","ratingScale2",3,"one"
"937cc97c76","ratingScale3",2,"one"
"937cc97c76","ratingScale4",3,"one"
"937cc97c76","ratingScale5",3,"one"
"937cc97c76","ratingScale6",4,"one"
"937cc97c76","ratingScale7",3,"one"
"937cc97c76","ratingScale8",2,"one"
"72635022c6","ratingScale1",0,"one"
"72635022c6","ratingScale2",0,"one"
"72635022c6","ratingScale3",0,"one"
"72635022c6","ratingScale4",0,"one"
"72635022c6","ratingScale5",0,"one"
"72635022c6","ratingScale6",0,"one"
"72635022c6","ratingScale7",0,"one"
"72635022c6","ratingScale8",0,"one"
"aecfd18f83","ratingScale1",4,"one"
"aecfd18f83","ratingScale2",3,"one"
"aecfd18f83","ratingScale3",2,"one"
"aecfd18f83","ratingScale4",4,"one"
"aecfd18f83","ratingScale5",4,"one"
"aecfd18f83","ratingScale6",2,"one"
"aecfd18f83","ratingScale7",3,"one"
"aecfd18f83","ratingScale8",3,"one"
"0143bd044b","ratingScale1",4,"one"
"0143bd044b","ratingScale2",3,"one"
"0143bd044b","ratingScale3",1,"one"
"0143bd044b","ratingScale4",3,"one"
"0143bd044b","ratingScale5",4,"one"
"0143bd044b","ratingScale6",1,"one"
"0143bd044b","ratingScale7",3,"one"
"0143bd044b","ratingScale8",2,"one"
"a7d742f32c","ratingScale1",3,"one"
"a7d742f32c","ratingScale2",2,"one"
"a7d742f32c","ratingScale3",2,"one"
"a7d742f32c","ratingScale4",2,"one"
"a7d742f32c","ratingScale5",3,"one"
"a7d742f32c","ratingScale6",1,"one"
"a7d742f32c","ratingScale7",2,"one"
"a7d742f32c","ratingScale8",2,"one"
"375b9b7521","ratingScale1",2,"one"
"375b9b7521","ratingScale2",1,"one"
"375b9b7521","ratingScale3",3,"one"
"375b9b7521","ratingScale4",2,"one"
"375b9b7521","ratingScale5",2,"one"
"375b9b7521","ratingScale6",2,"one"
"375b9b7521","ratingScale7",2,"one"
"375b9b7521","ratingScale8",2,"one"
"4fde3f62fd","ratingScale1",3,"one"
"4fde3f62fd","ratingScale2",3,"one"
"4fde3f62fd","ratingScale3",4,"one"
"4fde3f62fd","ratingScale4",3,"one"
"4fde3f62fd","ratingScale5",3,"one"
"4fde3f62fd","ratingScale6",2,"one"
"4fde3f62fd","ratingScale7",3,"one"
"4fde3f62fd","ratingScale8",2,"one"
"8443a531d2","ratingScale1",0,"one"
"8443a531d2","ratingScale2",0,"one"
"8443a531d2","ratingScale3",0,"one"
"8443a531d2","ratingScale4",0,"one"
"8443a531d2","ratingScale5",0,"one"
"8443a531d2","ratingScale6",0,"one"
"8443a531d2","ratingScale7",0,"one"
"8443a531d2","ratingScale8",0,"one"
"2da71431d0","ratingScale1",0,"one"
"2da71431d0","ratingScale2",0,"one"
"2da71431d0","ratingScale3",0,"one"
"2da71431d0","ratingScale4",0,"one"
"2da71431d0","ratingScale5",0,"one"
"2da71431d0","ratingScale6",0,"one"
"2da71431d0","ratingScale7",0,"one"
"2da71431d0","ratingScale8",0,"one"
"dd66f778ed","ratingScale1",3,"one"
"dd66f778ed","ratingScale2",2,"one"
"dd66f778ed","ratingScale3",2,"one"
"dd66f778ed","ratingScale4",3,"one"
"dd66f778ed","ratingScale5",2,"one"
"dd66f778ed","ratingScale6",1,"one"
"dd66f778ed","ratingScale7",3,"one"
"dd66f778ed","ratingScale8",2,"one"
"6930a3a534","ratingScale1",4,"one"
"6930a3a534","ratingScale2",3,"one"
"6930a3a534","ratingScale3",3,"one"
"6930a3a534","ratingScale4",4,"one"
"6930a3a534","ratingScale5",3,"one"
"6930a3a534","ratingScale6",3,"one"
"6930a3a534","ratingScale7",3,"one"
"6930a3a534","ratingScale8",2,"one"
"707c348a24","ratingScale1",3,"one"
"707c348a24","ratingScale2",2,"one"
"707c348a24","ratingScale3",2,"one"
"707c348a24","ratingScale4",3,"one"
"707c348a24","ratingScale5",3,"one"
"707c348a24","ratingScale6",3,"one"
"707c348a24","ratingScale7",3,"one"
"707c348a24","ratingScale8",2,"one"
"0c7f8df33a","ratingScale1",3,"one"
"0c7f8df33a","ratingScale2",3,"one"
"0c7f8df33a","ratingScale3",2,"one"
"0c7f8df33a","ratingScale4",3,"one"
"0c7f8df33a","ratingScale5",3,"one"
"0c7f8df33a","ratingScale6",1,"one"
"0c7f8df33a","ratingScale7",3,"one"
"0c7f8df33a","ratingScale8",2,"one"
"52a4665735","ratingScale1",3,"one"
"52a4665735","ratingScale2",3,"one"
"52a4665735","ratingScale3",3,"one"
"52a4665735","ratingScale4",3,"one"
"52a4665735","ratingScale5",3,"one"
"52a4665735","ratingScale6",1,"one"
"52a4665735","ratingScale7",3,"one"
"52a4665735","ratingScale8",2,"one"
"8af951dbaf","ratingScale1",3,"one"
"8af951dbaf","ratingScale2",2,"one"
"8af951dbaf","ratingScale3",2,"one"
"8af951dbaf","ratingScale4",3,"one"
"8af951dbaf","ratingScale5",2,"one"
"8af951dbaf","ratingScale6",2,"one"
"8af951dbaf","ratingScale7",3,"one"
"8af951dbaf","ratingScale8",2,"one"
"ae8cd1db6e","ratingScale1",3,"one"
"ae8cd1db6e","ratingScale2",2,"one"
"ae8cd1db6e","ratingScale3",1,"one"
"ae8cd1db6e","ratingScale4",3,"one"
"ae8cd1db6e","ratingScale5",3,"one"
"ae8cd1db6e","ratingScale6",1,"one"
"ae8cd1db6e","ratingScale7",3,"one"
"ae8cd1db6e","ratingScale8",3,"one"
"fb4ce61bee","ratingScale1",3,"one"
"fb4ce61bee","ratingScale2",2,"one"
"fb4ce61bee","ratingScale3",2,"one"
"fb4ce61bee","ratingScale4",3,"one"
"fb4ce61bee","ratingScale5",2,"one"
"fb4ce61bee","ratingScale6",2,"one"
"fb4ce61bee","ratingScale7",2,"one"
"fb4ce61bee","ratingScale8",2,"one"
"134654481f","ratingScale1",4,"one"
"134654481f","ratingScale2",3,"one"
"134654481f","ratingScale3",4,"one"
"134654481f","ratingScale4",4,"one"
"134654481f","ratingScale5",3,"one"
"134654481f","ratingScale6",2,"one"
"134654481f","ratingScale7",3,"one"
"134654481f","ratingScale8",2,"one"
"8d1cb96831","ratingScale1",3,"one"
"8d1cb96831","ratingScale2",2,"one"
"8d1cb96831","ratingScale3",3,"one"
"8d1cb96831","ratingScale4",3,"one"
"8d1cb96831","ratingScale5",3,"one"
"8d1cb96831","ratingScale6",3,"one"
"8d1cb96831","ratingScale7",3,"one"
"8d1cb96831","ratingScale8",3,"one"
"df4c1c7f55","ratingScale1",5,"one"
"df4c1c7f55","ratingScale2",3,"one"
"df4c1c7f55","ratingScale3",3,"one"
"df4c1c7f55","ratingScale4",4,"one"
"df4c1c7f55","ratingScale5",4,"one"
"df4c1c7f55","ratingScale6",1,"one"
"df4c1c7f55","ratingScale7",4,"one"
"df4c1c7f55","ratingScale8",3,"one"
"27fe5e430b","ratingScale1",4,"one"
"27fe5e430b","ratingScale2",3,"one"
"27fe5e430b","ratingScale3",3,"one"
"27fe5e430b","ratingScale4",4,"one"
"27fe5e430b","ratingScale5",4,"one"
"27fe5e430b","ratingScale6",1,"one"
"27fe5e430b","ratingScale7",3,"one"
"27fe5e430b","ratingScale8",3,"one"
"d96fc53f7f","ratingScale1",2,"one"
"d96fc53f7f","ratingScale2",1,"one"
"d96fc53f7f","ratingScale3",1,"one"
"d96fc53f7f","ratingScale4",2,"one"
"d96fc53f7f","ratingScale5",1,"one"
"d96fc53f7f","ratingScale6",1,"one"
"d96fc53f7f","ratingScale7",2,"one"
"d96fc53f7f","ratingScale8",2,"one"
"99e17fc651","ratingScale1",3,"one"
"99e17fc651","ratingScale2",2,"one"
"99e17fc651","ratingScale3",1,"one"
"99e17fc651","ratingScale4",3,"one"
"99e17fc651","ratingScale5",2,"one"
"99e17fc651","ratingScale6",2,"one"
"99e17fc651","ratingScale7",3,"one"
"99e17fc651","ratingScale8",2,"one"
"1436e91844","ratingScale1",4,"one"
"1436e91844","ratingScale2",3,"one"
"1436e91844","ratingScale3",2,"one"
"1436e91844","ratingScale4",3,"one"
"1436e91844","ratingScale5",4,"one"
"1436e91844","ratingScale6",3,"one"
"1436e91844","ratingScale7",3,"one"
"1436e91844","ratingScale8",3,"one"
"8f6bde5aed","ratingScale1",2,"one"
"8f6bde5aed","ratingScale2",2,"one"
"8f6bde5aed","ratingScale3",1,"one"
"8f6bde5aed","ratingScale4",2,"one"
"8f6bde5aed","ratingScale5",2,"one"
"8f6bde5aed","ratingScale6",1,"one"
"8f6bde5aed","ratingScale7",2,"one"
"8f6bde5aed","ratingScale8",2,"one"
"82e62bb73f","ratingScale1",3,"one"
"82e62bb73f","ratingScale2",3,"one"
"82e62bb73f","ratingScale3",3,"one"
"82e62bb73f","ratingScale4",3,"one"
"82e62bb73f","ratingScale5",3,"one"
"82e62bb73f","ratingScale6",3,"one"
"82e62bb73f","ratingScale7",3,"one"
"82e62bb73f","ratingScale8",4,"one"
"e3086443bb","ratingScale1",3,"one"
"e3086443bb","ratingScale2",2,"one"
"e3086443bb","ratingScale3",2,"one"
"e3086443bb","ratingScale4",3,"one"
"e3086443bb","ratingScale5",3,"one"
"e3086443bb","ratingScale6",4,"one"
"e3086443bb","ratingScale7",3,"one"
"e3086443bb","ratingScale8",3,"one"
"cda41a0a1d","ratingScale1",0,"one"
"cda41a0a1d","ratingScale2",0,"one"
"cda41a0a1d","ratingScale3",0,"one"
"cda41a0a1d","ratingScale4",0,"one"
"cda41a0a1d","ratingScale5",0,"one"
"cda41a0a1d","ratingScale6",0,"one"
"cda41a0a1d","ratingScale7",0,"one"
"cda41a0a1d","ratingScale8",0,"one"
"d9ac64ff60","ratingScale1",2,"one"
"d9ac64ff60","ratingScale2",2,"one"
"d9ac64ff60","ratingScale3",2,"one"
"d9ac64ff60","ratingScale4",2,"one"
"d9ac64ff60","ratingScale5",3,"one"
"d9ac64ff60","ratingScale6",3,"one"
"d9ac64ff60","ratingScale7",3,"one"
"d9ac64ff60","ratingScale8",2,"one"
"8cc5b622f6","ratingScale1",4,"one"
"8cc5b622f6","ratingScale2",3,"one"
"8cc5b622f6","ratingScale3",3,"one"
"8cc5b622f6","ratingScale4",3,"one"
"8cc5b622f6","ratingScale5",3,"one"
"8cc5b622f6","ratingScale6",4,"one"
"8cc5b622f6","ratingScale7",3,"one"
"8cc5b622f6","ratingScale8",2,"one"
"5acffa4367","ratingScale1",3,"one"
"5acffa4367","ratingScale2",3,"one"
"5acffa4367","ratingScale3",2,"one"
"5acffa4367","ratingScale4",3,"one"
"5acffa4367","ratingScale5",3,"one"
"5acffa4367","ratingScale6",1,"one"
"5acffa4367","ratingScale7",3,"one"
"5acffa4367","ratingScale8",2,"one"
"b5401c85c0","ratingScale1",4,"one"
"b5401c85c0","ratingScale2",3,"one"
"b5401c85c0","ratingScale3",3,"one"
"b5401c85c0","ratingScale4",4,"one"
"b5401c85c0","ratingScale5",4,"one"
"b5401c85c0","ratingScale6",2,"one"
"b5401c85c0","ratingScale7",3,"one"
"b5401c85c0","ratingScale8",2,"one"
"0c81368d47","ratingScale1",3,"one"
"0c81368d47","ratingScale2",3,"one"
"0c81368d47","ratingScale3",3,"one"
"0c81368d47","ratingScale4",4,"one"
"0c81368d47","ratingScale5",3,"one"
"0c81368d47","ratingScale6",1,"one"
"0c81368d47","ratingScale7",3,"one"
"0c81368d47","ratingScale8",2,"one"
"d0efda91df","ratingScale1",2,"one"
"d0efda91df","ratingScale2",2,"one"
"d0efda91df","ratingScale3",2,"one"
"d0efda91df","ratingScale4",2,"one"
"d0efda91df","ratingScale5",2,"one"
"d0efda91df","ratingScale6",1,"one"
"d0efda91df","ratingScale7",3,"one"
"d0efda91df","ratingScale8",2,"one"
"e1076d11c4","ratingScale1",2,"one"
"e1076d11c4","ratingScale2",2,"one"
"e1076d11c4","ratingScale3",1,"one"
"e1076d11c4","ratingScale4",2,"one"
"e1076d11c4","ratingScale5",2,"one"
"e1076d11c4","ratingScale6",1,"one"
"e1076d11c4","ratingScale7",2,"one"
"e1076d11c4","ratingScale8",2,"one"
"117822eddd","ratingScale1",4,"one"
"117822eddd","ratingScale2",3,"one"
"117822eddd","ratingScale3",4,"one"
"117822eddd","ratingScale4",4,"one"
"117822eddd","ratingScale5",4,"one"
"117822eddd","ratingScale6",2,"one"
"117822eddd","ratingScale7",3,"one"
"117822eddd","ratingScale8",3,"one"
"a7642e045b","ratingScale1",4,"one"
"a7642e045b","ratingScale2",3,"one"
"a7642e045b","ratingScale3",2,"one"
"a7642e045b","ratingScale4",3,"one"
"a7642e045b","ratingScale5",3,"one"
"a7642e045b","ratingScale6",2,"one"
"a7642e045b","ratingScale7",3,"one"
"a7642e045b","ratingScale8",3,"one"
"c9f171d99d","ratingScale1",3,"one"
"c9f171d99d","ratingScale2",2,"one"
"c9f171d99d","ratingScale3",1,"one"
"c9f171d99d","ratingScale4",2,"one"
"c9f171d99d","ratingScale5",2,"one"
"c9f171d99d","ratingScale6",1,"one"
"c9f171d99d","ratingScale7",2,"one"
"c9f171d99d","ratingScale8",2,"one"
"e591a2249d","ratingScale1",3,"one"
"e591a2249d","ratingScale2",3,"one"
"e591a2249d","ratingScale3",1,"one"
"e591a2249d","ratingScale4",3,"one"
"e591a2249d","ratingScale5",4,"one"
"e591a2249d","ratingScale6",1,"one"
"e591a2249d","ratingScale7",3,"one"
"e591a2249d","ratingScale8",2,"one"
"e9bc7f7791","ratingScale1",3,"one"
"e9bc7f7791","ratingScale2",2,"one"
"e9bc7f7791","ratingScale3",1,"one"
"e9bc7f7791","ratingScale4",2,"one"
"e9bc7f7791","ratingScale5",2,"one"
"e9bc7f7791","ratingScale6",1,"one"
"e9bc7f7791","ratingScale7",3,"one"
"e9bc7f7791","ratingScale8",2,"one"
"908f29040e","ratingScale1",0,"one"
"908f29040e","ratingScale2",0,"one"
"908f29040e","ratingScale3",0,"one"
"908f29040e","ratingScale4",0,"one"
"908f29040e","ratingScale5",0,"one"
"908f29040e","ratingScale6",0,"one"
"908f29040e","ratingScale7",0,"one"
"908f29040e","ratingScale8",0,"one"
"83ea404ea0","ratingScale1",3,"one"
"83ea404ea0","ratingScale2",2,"one"
"83ea404ea0","ratingScale3",2,"one"
"83ea404ea0","ratingScale4",3,"one"
"83ea404ea0","ratingScale5",3,"one"
"83ea404ea0","ratingScale6",4,"one"
"83ea404ea0","ratingScale7",3,"one"
"83ea404ea0","ratingScale8",4,"one"
"e9bc1399f2","ratingScale1",4,"one"
"e9bc1399f2","ratingScale2",3,"one"
"e9bc1399f2","ratingScale3",2,"one"
"e9bc1399f2","ratingScale4",4,"one"
"e9bc1399f2","ratingScale5",3,"one"
"e9bc1399f2","ratingScale6",1,"one"
"e9bc1399f2","ratingScale7",3,"one"
"e9bc1399f2","ratingScale8",3,"one"
"df1867f86b","ratingScale1",2,"one"
"df1867f86b","ratingScale2",1,"one"
"df1867f86b","ratingScale3",1,"one"
"df1867f86b","ratingScale4",2,"one"
"df1867f86b","ratingScale5",1,"one"
"df1867f86b","ratingScale6",1,"one"
"df1867f86b","ratingScale7",2,"one"
"df1867f86b","ratingScale8",2,"one"
"452f4af4b2","ratingScale1",2,"one"
"452f4af4b2","ratingScale2",1,"one"
"452f4af4b2","ratingScale3",1,"one"
"452f4af4b2","ratingScale4",2,"one"
"452f4af4b2","ratingScale5",1,"one"
"452f4af4b2","ratingScale6",1,"one"
"452f4af4b2","ratingScale7",2,"one"
"452f4af4b2","ratingScale8",2,"one"
"3b1fe8ef40","ratingScale1",4,"one"
"3b1fe8ef40","ratingScale2",3,"one"
"3b1fe8ef40","ratingScale3",3,"one"
"3b1fe8ef40","ratingScale4",4,"one"
"3b1fe8ef40","ratingScale5",3,"one"
"3b1fe8ef40","ratingScale6",1,"one"
"3b1fe8ef40","ratingScale7",4,"one"
"3b1fe8ef40","ratingScale8",3,"one"
"6f214e41f2","ratingScale1",2,"one"
"6f214e41f2","ratingScale2",1,"one"
"6f214e41f2","ratingScale3",1,"one"
"6f214e41f2","ratingScale4",1,"one"
"6f214e41f2","ratingScale5",2,"one"
"6f214e41f2","ratingScale6",1,"one"
"6f214e41f2","ratingScale7",1,"one"
"6f214e41f2","ratingScale8",2,"one"
"2912482d1a","ratingScale1",2,"one"
"2912482d1a","ratingScale2",2,"one"
"2912482d1a","ratingScale3",2,"one"
"2912482d1a","ratingScale4",2,"one"
"2912482d1a","ratingScale5",2,"one"
"2912482d1a","ratingScale6",1,"one"
"2912482d1a","ratingScale7",2,"one"
"2912482d1a","ratingScale8",1,"one"
"fbb16a7262","ratingScale1",4,"one"
"fbb16a7262","ratingScale2",3,"one"
"fbb16a7262","ratingScale3",3,"one"
"fbb16a7262","ratingScale4",4,"one"
"fbb16a7262","ratingScale5",4,"one"
"fbb16a7262","ratingScale6",1,"one"
"fbb16a7262","ratingScale7",3,"one"
"fbb16a7262","ratingScale8",3,"one"
"2c97a73dab","ratingScale1",4,"one"
"2c97a73dab","ratingScale2",3,"one"
"2c97a73dab","ratingScale3",2,"one"
"2c97a73dab","ratingScale4",3,"one"
"2c97a73dab","ratingScale5",3,"one"
"2c97a73dab","ratingScale6",1,"one"
"2c97a73dab","ratingScale7",4,"one"
"2c97a73dab","ratingScale8",3,"one"
"36ec953765","ratingScale1",3,"one"
"36ec953765","ratingScale2",3,"one"
"36ec953765","ratingScale3",3,"one"
"36ec953765","ratingScale4",4,"one"
"36ec953765","ratingScale5",3,"one"
"36ec953765","ratingScale6",1,"one"
"36ec953765","ratingScale7",3,"one"
"36ec953765","ratingScale8",2,"one"
"61629e2689","ratingScale1",4,"one"
